dgp,ests,rho,B,n,p,delta,kappa,est_key,cp_winner,risk_winner
linear,OLS+Ridge+Lasso,0.75,10,500,50,0,1.2172727339936986,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.75,10,500,50,0,2.951627316339195,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.75,10,500,50,0,2.141066158794632,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.75,10,500,50,0,1.4287337980782104,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.75,10,500,50,0,1.1800465140530965,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.75,10,500,50,0,3.19583068764298,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.101050136169652,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.663611085681342,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,18.229423859841916,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.011757091214053,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.102927697507976,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.765403036346108,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,19.13297467006042,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.013902592242943,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.559339711340417,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.417320402367913,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,8.591967976098774,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.331372848989897,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,4.84829996412708,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.304499444836095,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.282524274291474,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.488730890433892,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.10969681091304,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.689938728897195,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.12910796906439,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.958714795387298,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.533874050037861,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.695558696700392,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.233983987170026,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.7158374430172,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.389812182274355,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.50259552740984,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.56093853374273,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.336225545469278,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.853131349439128,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.490112390604791,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.829346440214755,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.987624351425843,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.918249808498988,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.462601790622704,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.020970573831063,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.4587601379315,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.68471708551305,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.641291205502002,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.354108975381731,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.08464607693743,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,17.06069555919538,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.861214638315344,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.152041212541853,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.620631346446451,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,12.146823175504752,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,17.719516699506613,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,20.909781901589128,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.536660146207293,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.988958252922798,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,7.549448418500823,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.12229677626736,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.65420620754449,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,5.2183464204961485,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.48232144820288,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.759543114369222,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.860658268973397,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,11.966728237204775,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.821014961524998,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,11.890544877876843,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.297672556299675,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.396682977338102,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.709708353242146,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.729062335159243,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.682209053812672,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.997439358754566,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.880565408696796,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.115340941019252,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.90555765941178,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.442271269261395,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.857754092088033,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.668457586018045,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.513133617034306,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,5.585470752239197,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.309831291280242,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.563822384394992,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.320846446740322,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.565179230616423,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,9.924478119408095,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,7.816396787755061,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,7.860036624241401,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.980098836149542,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.941511928921713,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.601899868920114,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.055661443553733,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,7.685853198606621,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.36401842749912,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.448168946641871,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.384185548496509,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.249430993864166,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,19.928905995443486,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.116595486702769,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.429221356088597,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.809060501811096,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.709546022020062,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.11022641435746,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.44328602207271,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.060993373344584,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.030303711554518,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.492456516134938,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.95264395162804,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.182416006767493,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.719067832342882,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.730701407145045,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.139948219518605,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.474414117294575,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,15.282017471498722,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.769167601963314,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,15.012648822497875,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.931467190383275,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.544608870636953,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.519423141944195,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.583433732487364,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,14.14650608908841,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,8.544425088144294,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.935573920679186,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.716457526022888,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.277276594591788,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.8828494133455,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.884499887114485,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.439074390773012,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.276550237931687,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.232420204695014,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.013268965283583,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.822584005824032,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.149813347069154,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.806778219376035,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.516741490312775,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,15.749912257976371,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,23.06260467925594,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.814149900066475,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.542319499017731,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.204261991166078,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,8.335735159493655,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.18731426667082,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.14050908329316,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.842547837284537,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.322816801929452,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.345806904868663,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,8.977493239082014,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.603063173301003,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.285223754615853,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,20.42805538664133,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.78998661568243,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.996674695569393,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,13.757124214617718,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.143149102862106,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.823826863759516,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,21.481688330575484,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.963045411280712,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.875415949322798,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,9.103541256930866,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,8.573682991002716,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.94739746102401,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,10.358796119120441,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.412694255224055,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.598134846752384,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,9.012501225064026,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.88910750958197,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.34586734947647,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.88325879381562,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,8.62737540200191,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,15.007682817287616,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.618877135799236,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,11.275213252368475,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.503077686410858,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.56003102423256,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.97406479361995,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,9.005327877450103,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.327491867127314,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,9.087369841747764,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,18.681952010387008,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,21.91480327054993,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.388436770575197,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.037302180722516,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.988146615689885,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.487697291012307,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.634369815865591,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.208687871129623,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.67612585281146,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.112308222287991,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.189278507773604,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,15.650928659851152,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.629477524800933,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.632153213768854,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,14.141733096325355,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,17.143245509676113,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.712261025259888,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.510652887201807,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.550336194869342,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,15.608457423613014,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.573415649005167,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.725480847750896,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,16.803209102542198,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,15.53827929863757,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.445244941473844,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,1,10.745983778258086,Mixed5,Ridge,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.436856656950033,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,14.650612504775232,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,12.102389245642055,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.0,10,500,50,0,13.932601898213207,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,9.607998852894106,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,1,11.477491713882698,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,12.895779692265391,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,12.296110170416908,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,9.50244422417169,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,11.56738241714971,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,9.098319191185682,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,9.085526935174311,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,8.131785375479307,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,14.17581229702975,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,12.980046807566461,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,18.45671859521459,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,8.69211464242281,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,10.680410053594949,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,12.711363250332539,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,12.811755605432687,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,12.006430713216727,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,13.52263222902783,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,8.556417968180165,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,7.11270505272552,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,1,11.364110280606944,Mixed5,OLS,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,8.467416525080305,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,6.552857543594977,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,4.373880803022155,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,9.27053196668829,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,8.306590944043428,Mixed5,Lasso,Lasso
linear,OLS+Ridge+Lasso+RF+XGB,0.5,10,500,50,0,8.699367373220085,Mixed5,Lasso,Lasso
