n,delta,kappa,cp_gap,risk_gap,nc,n_group
30,0,6.818463952952847,2.1210556436290466,3.652439675669214,10,30
30,0,6.759019873467567,2.9848078228958066,0.9677072885229661,10,30
30,0,5.88014092669747,2.91525509553452,1.5357113489599774,10,30
30,0,6.529022612147416,3.5669375559082983,0.32393180924629794,10,30
30,1,0.8856510706598442,-0.4200850712897921,2.548509204669466,10,30
30,0,2.7155947001436065,1.5441821062282557,2.3903320529549568,10,30
30,0,6.694641306246811,2.17569335728422,4.2448427594205524,10,30
30,1,2.10634923770615,-1.0801653325112275,0.8775540907469368,10,30
30,0,3.0082316473189863,1.3901282792042933,6.309901863379015,10,30
30,0,3.8562590330155637,1.4667353769076197,3.5548909278831147,10,30
30,1,0.06646327391205542,-0.033707124702912594,3.367354783447303,10,30
30,0,4.953517892800215,1.5230138161334708,0.7866619953665457,10,30
30,1,3.444996208808869,0.812128793353879,-0.3220049127821156,10,30
30,0,4.571166094967084,2.632868465763106,3.531431550670325,10,30
30,0,7.437524828807743,3.6675001094547945,7.169327995655284,10,30
30,0,3.250888658398634,2.0404749058859437,0.3455648046402806,10,30
30,0,11.544298242017708,4.168404432154073,3.2549250055297376,10,30
30,0,8.70362614071228,1.769971722123104,1.9648021636095783,10,30
30,0,11.942466098685049,4.955446561553206,3.580536720265824,10,30
30,0,4.044368549705033,1.2968460681403902,2.073489745391745,10,30
30,0,8.645816582605057,3.520358840493819,2.0500878050979097,10,30
30,0,0.925931400953614,0.3977089040580166,0.004499660262699212,10,30
30,0,5.064129095001497,2.360871487137593,3.5264172142131684,10,30
30,1,1.1529240799646534,-0.6536032078200114,0.2909976490097663,10,30
30,0,7.890198485486233,4.085324740834194,5.007213026758529,10,30
30,0,9.724403434801971,2.473604673859558,2.34285078103095,10,30
30,0,1.9867891012458783,0.9389194047404397,1.844767036175382,10,30
30,0,3.2350454282087124,2.200871553890467,0.06848037791515171,10,30
30,1,0.8942626532200608,-0.40503753576420554,1.3359659714310315,10,30
30,0,8.784538116583947,3.1582489920433114,1.8867878897814787,10,30
30,0,10.532661898742111,2.808131578890472,1.1518188289663451,10,30
30,0,4.502954869639004,1.5064736508407899,1.6252859483535467,10,30
30,1,1.7004494134537598,-0.6505372678518384,3.2392627720699045,10,30
30,0,3.0302834202682494,1.8521494437060877,4.644799503278897,10,30
30,0,8.566205953481553,3.523257686165647,2.0892989925745775,10,30
30,0,1.6006692938202243,0.9318588888323553,1.3223207769516958,10,30
30,0,5.733195278808195,2.5874471442177724,0.9664272784456462,10,30
30,0,8.81094956480369,4.897118373927503,1.5672592299835129,10,30
30,0,7.299492030306886,3.9400231830997177,2.897561103572187,10,30
30,0,11.148712822188568,4.283089488138859,3.515617848796546,10,30
30,0,1.6919160612189237,0.8532710325281103,0.480902764082038,10,30
30,1,1.6484123219385656,-0.6021953083696414,2.1569632298652817,10,30
