n,delta,kappa,cp_gap,risk_gap,nc
50.0,0.0,2.5329375943998413,5.050299018942001,4.331424797062991,15.0
50.0,0.0,2.535974161427396,9.496078200943426,14.832630526696557,15.0
50.0,0.0,2.5256657290696656,6.480945973993347,17.82074834130487,15.0
50.0,0.0,2.888637019576858,9.174347556118562,13.303997683051113,15.0
50.0,0.0,3.5956276314731577,12.995953736139814,42.212725954633456,15.0
50.0,1.0,0.22510392135888452,0.3698824556679554,-0.8193187596576472,15.0
50.0,0.0,3.3020820729315004,12.419812552923062,32.61259595756838,15.0
50.0,0.0,3.077541535041343,6.2905154109271395,5.713699031511138,15.0
50.0,0.0,2.3018490599675645,6.207238454805768,10.46777761046286,15.0
50.0,0.0,2.0819474275059626,4.212993288301,7.80975004354819,15.0
50.0,0.0,3.3990908965261033,11.890720669802242,7.7297208230451115,15.0
50.0,0.0,2.78869441241833,12.867768004505372,48.07250744188649,15.0
50.0,0.0,2.0212527168678234,5.514216334676843,4.836443815645966,15.0
50.0,0.0,2.778540590515806,13.700462651186072,61.69166177338565,15.0
50.0,0.0,3.078937692035501,3.8143760458203273,5.529958773361718,15.0
50.0,0.0,3.1211467810574267,8.158487289865928,16.116215492926653,15.0
50.0,0.0,1.9890057334123072,5.569978318183796,15.59280432212784,15.0
50.0,0.0,1.8570926550342406,4.3175436371595035,11.269458945203084,15.0
50.0,0.0,3.505445226847011,20.604650327352388,77.43630604683466,15.0
50.0,0.0,1.8217246131298748,3.1294463232838985,6.939984608837307,15.0
50.0,0.0,3.03803182196983,12.437101866122005,80.12825823902133,15.0
50.0,0.0,4.4174991098588805,30.26301785257058,54.47359776450813,15.0
50.0,0.0,1.2731390332617574,2.5034486677334753,2.235640071685185,15.0
50.0,0.0,3.194341149215075,9.347357061616675,11.602429191007827,15.0
50.0,0.0,1.1903570182316698,2.816994703551284,5.018424859597457,15.0
50.0,0.0,3.548557389470618,58.738461788602656,708.9729659500265,15.0
50.0,0.0,1.304914204328065,1.9645114275388318,1.844140537301668,15.0
50.0,0.0,2.896418736029513,10.373976983430815,18.746693118482888,15.0
